sentence,clean_text,tokens,label
There is nothing privileged about working/eating there.,there is nothing privileged about working eating there,"['there', 'is', 'noth', 'privileg', 'about', 'work', 'eat', 'there']",0
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",there was a few pathetic attempts to give the characters some depth but it did not really work into the rest of the plot,"['there', 'wa', 'a', 'few', 'pathet', 'attempt', 'to', 'give', 'the', 'charact', 'some', 'depth', 'but', 'it', 'did', 'not', 'realli', 'work', 'into', 'the', 'rest', 'of', 'the', 'plot']",0
Very good stuff for the price.,very good stuff for the price,"['veri', 'good', 'stuff', 'for', 'the', 'price']",1
Absolutely great.,absolutely great,"['absolut', 'great']",1
The food was terrible.,the food was terrible,"['the', 'food', 'wa', 'terribl']",0
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",putting the race card aside lets look at the major flaw in the film they destroy latifa s character,"['put', 'the', 'race', 'card', 'asid', 'let', 'look', 'at', 'the', 'major', 'flaw', 'in', 'the', 'film', 'they', 'destroy', 'latifa', 's', 'charact']",0
"i felt insulted and disrespected, how could you talk and judge another human being like that?",i felt insulted and disrespected how could you talk and judge another human being like that,"['i', 'felt', 'insult', 'and', 'disrespect', 'how', 'could', 'you', 'talk', 'and', 'judg', 'anoth', 'human', 'be', 'like', 'that']",0
"The movie showed a lot of Florida at it's best, made it look very appealing.  ",the movie showed a lot of florida at it is best made it look very appealing,"['the', 'movi', 'show', 'a', 'lot', 'of', 'florida', 'at', 'it', 'is', 'best', 'made', 'it', 'look', 'veri', 'appeal']",1
I swung in to give them a try but was deeply disappointed.,i swung in to give them a try but was deeply disappointed,"['i', 'swung', 'in', 'to', 'give', 'them', 'a', 'tri', 'but', 'wa', 'deepli', 'disappoint']",0
A Disappointment.,a disappointment,"['a', 'disappoint']",0
"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",i have dropped my phone more times than i can say even on concrete and my phone is still great knock on wood,"['i', 'have', 'drop', 'my', 'phone', 'more', 'time', 'than', 'i', 'can', 'say', 'even', 'on', 'concret', 'and', 'my', 'phone', 'is', 'still', 'great', 'knock', 'on', 'wood']",1
Much better than the other AYCE sushi place I went to in Vegas.,much better than the other ayce sushi place i went to in vegas,"['much', 'better', 'than', 'the', 'other', 'ayc', 'sushi', 'place', 'i', 'went', 'to', 'in', 'vega']",1
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",i left the theater with a lilt in my step joy in my heart and hope for the human race,"['i', 'left', 'the', 'theater', 'with', 'a', 'lilt', 'in', 'my', 'step', 'joy', 'in', 'my', 'heart', 'and', 'hope', 'for', 'the', 'human', 'race']",1
"But it is entertaining, nonetheless.  ",but it is entertaining nonetheless,"['but', 'it', 'is', 'entertain', 'nonetheless']",1
I didn't think that the instructions provided were helpful to me.,i did not think that the instructions provided were helpful to me,"['i', 'did', 'not', 'think', 'that', 'the', 'instruct', 'provid', 'were', 'help', 'to', 'me']",0
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",i loved this movie it was a great portrayal of a family who had it is share of ups and down but in the end they knew that special love they had for each other,"['i', 'love', 'thi', 'movi', 'it', 'wa', 'a', 'great', 'portray', 'of', 'a', 'famili', 'who', 'had', 'it', 'is', 'share', 'of', 'up', 'and', 'down', 'but', 'in', 'the', 'end', 'they', 'knew', 'that', 'special', 'love', 'they', 'had', 'for', 'each', 'other']",1
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process,"['i', 'believ', 'everi', 'one', 'should', 'see', 'thi', 'movi', 'as', 'i', 'think', 'few', 'peopl', 'outsid', 'of', 'south', 'africa', 'understand', 'it', 'past', 'and', 'what', 'is', 'be', 'attempt', 'in', 'the', 'truth', 'and', 'reconcili', 'process']",1
"If you see it, you should probably just leave it on the shelf.  ",if you see it you should probably just leave it on the shelf,"['if', 'you', 'see', 'it', 'you', 'should', 'probabl', 'just', 'leav', 'it', 'on', 'the', 'shelf']",0
My gyro was basically lettuce only.,my gyro was basically lettuce only,"['my', 'gyro', 'wa', 'basic', 'lettuc', 'onli']",0
"The acting is terrible, and the writing is worse.  ",the acting is terrible and the writing is worse,"['the', 'act', 'is', 'terribl', 'and', 'the', 'write', 'is', 'wors']",0
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,juano hernandez an exceptional actor who played supporting roles in many films of the era is a proud black man who is accused of murdering a white man in the south,"['juano', 'hernandez', 'an', 'except', 'actor', 'who', 'play', 'support', 'role', 'in', 'mani', 'film', 'of', 'the', 'era', 'is', 'a', 'proud', 'black', 'man', 'who', 'is', 'accus', 'of', 'murder', 'a', 'white', 'man', 'in', 'the', 'south']",1
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,kids pizza is always a hit too with lots of great side dish options for the kiddos,"['kid', 'pizza', 'is', 'alway', 'a', 'hit', 'too', 'with', 'lot', 'of', 'great', 'side', 'dish', 'option', 'for', 'the', 'kiddo']",1
Trying to make a call on these is an exercise in frustration.,trying to make a call on these is an exercise in frustration,"['tri', 'to', 'make', 'a', 'call', 'on', 'these', 'is', 'an', 'exercis', 'in', 'frustrat']",0
I was mortified.,i was mortified,"['i', 'wa', 'mortifi']",0
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",about minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo satanic gibberish corny enough to make a teen goth blush almost always in olde english and sometimes in latin that may or may not be made up words,"['about', 'minut', 'of', 'footag', 'is', 'wast', 'to', 'show', 'mediocr', 'elderli', 'actor', 'awkwardli', 'babbl', 'overwrought', 'pseudo', 'satan', 'gibberish', 'corni', 'enough', 'to', 'make', 'a', 'teen', 'goth', 'blush', 'almost', 'alway', 'in', 'old', 'english', 'and', 'sometim', 'in', 'latin', 'that', 'may', 'or', 'may', 'not', 'be', 'made', 'up', 'word']",0
Julian Fellowes has triumphed again.  ,julian fellowes has triumphed again,"['julian', 'fellow', 'ha', 'triumph', 'again']",1
"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",this movie is a solid example of a bad plot and a very very bad idea all the way,"['thi', 'movi', 'is', 'a', 'solid', 'exampl', 'of', 'a', 'bad', 'plot', 'and', 'a', 'veri', 'veri', 'bad', 'idea', 'all', 'the', 'way']",0
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",it is a film about nothing just a pretext to show ridiculous action scenes,"['it', 'is', 'a', 'film', 'about', 'noth', 'just', 'a', 'pretext', 'to', 'show', 'ridicul', 'action', 'scene']",0
":-)Oh, the charger seems to work fine.",oh the charger seems to work fine,"['oh', 'the', 'charger', 'seem', 'to', 'work', 'fine']",1
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",plus with the movie s rather modest budget and fast running time it does an amazing job,"['plu', 'with', 'the', 'movi', 's', 'rather', 'modest', 'budget', 'and', 'fast', 'run', 'time', 'it', 'doe', 'an', 'amaz', 'job']",1
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,it was that loud glad to say that the plantronics maintains a flawless connection to my cell and with no static during normal use,"['it', 'wa', 'that', 'loud', 'glad', 'to', 'say', 'that', 'the', 'plantron', 'maintain', 'a', 'flawless', 'connect', 'to', 'my', 'cell', 'and', 'with', 'no', 'static', 'dure', 'normal', 'use']",1
"It is cheap, and it feel and look just as cheap.",it is cheap and it feel and look just as cheap,"['it', 'is', 'cheap', 'and', 'it', 'feel', 'and', 'look', 'just', 'as', 'cheap']",0
"You can't relate with them, hell you barely can understand them.  ",you cannot relate with them hell you barely can understand them,"['you', 'cannot', 'relat', 'with', 'them', 'hell', 'you', 'bare', 'can', 'understand', 'them']",0
Phone is sturdy as all nokia bar phones are.,phone is sturdy as all nokia bar phones are,"['phone', 'is', 'sturdi', 'as', 'all', 'nokia', 'bar', 'phone', 'are']",1
Great food and great service in a clean and friendly setting.,great food and great service in a clean and friendly setting,"['great', 'food', 'and', 'great', 'servic', 'in', 'a', 'clean', 'and', 'friendli', 'set']",1
The last 15 minutes of movie are also not bad as well.  ,the last minutes of movie are also not bad as well,"['the', 'last', 'minut', 'of', 'movi', 'are', 'also', 'not', 'bad', 'as', 'well']",1
I was very excited to get this headset because I thought it was really cute.,i was very excited to get this headset because i thought it was really cute,"['i', 'wa', 'veri', 'excit', 'to', 'get', 'thi', 'headset', 'becaus', 'i', 'thought', 'it', 'wa', 'realli', 'cute']",1
It really created a unique feeling though.  ,it really created a unique feeling though,"['it', 'realli', 'creat', 'a', 'uniqu', 'feel', 'though']",1
This is a really fantastic Thai restaurant which is definitely worth a visit.,this is a really fantastic thai restaurant which is definitely worth a visit,"['thi', 'is', 'a', 'realli', 'fantast', 'thai', 'restaur', 'which', 'is', 'definit', 'worth', 'a', 'visit']",1
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing violin playing anatomist doctor quinn,"['angu', 'scrimm', 'also', 'turn', 'in', 'a', 'good', 'perform', 'in', 'a', 'somewhat', 'brief', 'but', 'memor', 'role', 'as', 'the', 'gentli', 'menac', 'violin', 'play', 'anatomist', 'doctor', 'quinn']",1
Improper description.... I had to return it.,improper description i had to return it,"['improp', 'descript', 'i', 'had', 'to', 'return', 'it']",0
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,unfortunately it is easy to accidentally activate them with the gentle touch buttons if you accidentally touch the phone to your face while listening,"['unfortun', 'it', 'is', 'easi', 'to', 'accident', 'activ', 'them', 'with', 'the', 'gentl', 'touch', 'button', 'if', 'you', 'accident', 'touch', 'the', 'phone', 'to', 'your', 'face', 'while', 'listen']",0
"Love the margaritas, too!",love the margaritas too,"['love', 'the', 'margarita', 'too']",1
Also makes it easier to hold on to.,also makes it easier to hold on to,"['also', 'make', 'it', 'easier', 'to', 'hold', 'on', 'to']",1
It's a great place and I highly recommend it.,it is a great place and i highly recommend it,"['it', 'is', 'a', 'great', 'place', 'and', 'i', 'highli', 'recommend', 'it']",1
Fantastic earphones.,fantastic earphones,"['fantast', 'earphon']",1
The shipping time was also very quick!,the shipping time was also very quick,"['the', 'ship', 'time', 'wa', 'also', 'veri', 'quick']",1
Very disappointed in AccessoryOne.,very disappointed in accessoryone,"['veri', 'disappoint', 'in', 'accessoryon']",0
The ambiance was incredible.,the ambiance was incredible,"['the', 'ambianc', 'wa', 'incred']",1
This place deserves no stars.,this place deserves no stars,"['thi', 'place', 'deserv', 'no', 'star']",0
Excellent wallet type phone case.,excellent wallet type phone case,"['excel', 'wallet', 'type', 'phone', 'case']",1
Mic Doesn't work.,mic does not work,"['mic', 'doe', 'not', 'work']",0
